Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	Genome assembly ID
UP000030710	Haloquadratum walsbyi J07HQW2 (Strain: J07HQW2)	1238425	3847		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloquadratum	Unassembled WGS sequence	GCA_000415985.1
UP000199451	Halogranum gelatinilyticum (Strain: CGMCC 1.10119)	660521	3752		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae	Unassembled WGS sequence	GCA_900103715.1
UP000006794	Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6) (Strain: DSM 18323 / JCM 14033 / SH-6)	797210	4221	HALXS	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Halopiger	Chromosome; Plasmid pHALXA01; Plasmid pHALXA02; Plasmid pHALXA03	GCA_000217715.1
UP000000758	Cenarchaeum symbiosum (strain A) (Strain: A)	414004	2022	CENSY	Archaea, Thaumarchaeota, Cenarchaeales, Cenarchaeaceae, Cenarchaeum	Chromosome	GCA_000200715.1
UP000001400	Aciduliprofundum boonei (strain DSM 19572 / T469) (Strain: DSM 19572 / T469)	439481	1539	ACIB4	Archaea, Euryarchaeota, Diaforarchaea group, DHVE2 group, Aciduliprofundum	Chromosome	GCA_000025665.1
UP000003484	Haloredivivus sp. (strain G17) (Strain: G17)	1072681	2152	HALSG	Archaea, Euryarchaeota, Stenosarchaea group, Candidatus Nanohaloarchaeota, Nanohaloarchaea, Candidatus Haloredivivus	Unassembled WGS sequence	GCA_000236195.2
UP000001826	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938) (Strain: AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	190192	1687	METKA	Archaea, Euryarchaeota, Methanopyri, Methanopyrales, Methanopyraceae, Methanopyrus	Chromosome	GCA_000007185.1
UP000216043	Thaumarchaeota archaeon ex4484_121	2012532	961		Archaea, Thaumarchaeota, unclassified Thaumarchaeota	Unassembled WGS sequence	GCA_002255105.1
UP000094286	Sulfolobus sp. A20 (Strain: A20)	1891280	2494		Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Sulfolobus	Chromosome	GCA_001719125.1
UP000183275	Halopiger salifodinae (Strain: CGMCC 1.12284)	1202768	4090		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Halopiger	Unassembled WGS sequence	GCA_900110455.1
UP000249846	Thaumarchaeota archaeon SCGC AC-337_F14 (Strain: SCGC AC-337_F14)	1465461	560		Archaea, Thaumarchaeota, unclassified Thaumarchaeota	Unassembled WGS sequence	GCA_003269155.1
UP000070404	candidate divison MSBL1 archaeon SCGC-AAA382C18	1698281	551		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549445.1
UP000176986	Candidatus Pacearchaeota archaeon RBG_13_33_26	1801880	677		Archaea, Candidatus Pacearchaeota	Unassembled WGS sequence	GCA_001787285.1
UP000226712	Candidatus Diapherotrites archaeon	2026736	607		Archaea, Candidatus Diapherotrites	Unassembled WGS sequence	GCA_002687735.1
UP000076599	Haladaptatus sp. R4 (Strain: R4)	1679489	4086		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Haladaptatus	Unassembled WGS sequence	GCA_001625445.1
UP000176735	Candidatus Bathyarchaeota archaeon RBG_13_38_9	1797377	1550		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001775955.1
UP000191169	Halolamina sp. CBA1230 (Strain: CBA1230)	1853690	3387		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae	Unassembled WGS sequence	GCA_002025255.1
UP000002654	Thermoproteus tenax (strain ATCC 35583 / DSM 2078 / JCM 9277 / NBRC 100435 / Kra 1) (Strain: ATCC 35583 / DSM 2078 / JCM 9277 / NBRC 100435 / Kra 1)	768679	2047	THETK	Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Thermoproteus	Chromosome	GCA_000253055.1
UP000230520	Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_30_16	1974403	782		Archaea, Candidatus Diapherotrites	Unassembled WGS sequence	GCA_002779075.1
UP000071776	Hadesarchaea archaeon DG-33	1775754	862		Archaea, Euryarchaeota, Hadesarchaea	Unassembled WGS sequence	GCA_001515185.1
UP000001015	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) (Sulfolobus tokodaii) (Strain: DSM 16993 / JCM 10545 / NBRC 100140 / 7)	273063	2805	SULTO	Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Sulfurisphaera	Chromosome	GCA_000011205.1
UP000070175	candidate divison MSBL1 archaeon SCGC-AAA382N08	1698285	431		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549325.1
UP000232412	Nitrosotalea sp. Nd2	1499975	1881		Archaea, Thaumarchaeota, unclassified Thaumarchaeota, Candidatus Nitrosotalea	Unassembled WGS sequence	GCA_900143675.1
UP000185779	Candidatus Syntrophoarchaeum butanivorans	1839936	1592		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, ANME-2 cluster, Candidatus Syntrophoarchaeum	Unassembled WGS sequence	GCA_001766825.1
UP000074447	Hadesarchaea archaeon YNP_N21	1776333	1227		Archaea, Euryarchaeota, Hadesarchaea	Unassembled WGS sequence	GCA_001515215.1
UP000006622	Methanosalsum zhilinae (strain DSM 4017 / NBRC 107636 / OCM 62 / WeN5) (Methanohalophilus zhilinae) (Strain: DSM 4017 / NBRC 107636 / OCM 62 / WeN5)	679901	1972	METZD	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosalsum	Chromosome	GCA_000217995.1
UP000011575	Halorubrum aidingense JCM 13560 (Strain: JCM 13560)	1230454	2981		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halorubrum	Unassembled WGS sequence	GCA_000336995.1
UP000070463	candidate divison MSBL1 archaeon SCGC-AAA259I09	1698267	1400		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001548995.1
UP000199170	Halobellus clavatus (Strain: CGMCC 1.10118)	660517	3679		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Halobellus	Unassembled WGS sequence	GCA_900107195.1
UP000010468	Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2) (Strain: ATCC 43098 / CCM 3738 / NCIMB 2189 / SP2)	797304	3624	NATGS	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natronobacterium	Chromosome	GCA_000230715.3
UP000001106	Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3) (Strain: ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3)	419665	1490	META3	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanococcaceae, Methanococcus	Chromosome	GCA_000017185.1
UP000236463	archaeon HR03	2035439	434		Archaea	Unassembled WGS sequence	GCA_002898595.1
UP000011615	Haloterrigena limicola JCM 13563 (Strain: JCM 13563)	1230457	3519		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Haloterrigena	Unassembled WGS sequence	GCA_000337475.1
UP000198397	Halorubrum vacuolatum (Natronobacterium vacuolatum) (Strain: DSM 8800)	63740	3371	HALVU	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halorubrum	Unassembled WGS sequence	GCA_900188065.1
UP000197679	Candidatus Micrarchaeota archaeon Mia14 (Strain: Mia14)	1920749	944		Archaea, Candidatus Micrarchaeota	Chromosome	GCA_002214165.1
UP000227312	Euryarchaeota archaeon	2026739	729		Archaea, Euryarchaeota	Unassembled WGS sequence	GCA_002687935.1
UP000077066	Methanobrevibacter filiformis (Strain: DSM 11501)	55758	1920		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter	Unassembled WGS sequence	GCA_001639265.1
UP000058290	methanogenic archaeon ISO4-H5 (Strain: ISO4-H5)	1495144	1805		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, unclassified Thermoplasmata	Chromosome	GCA_001560915.1
UP000002518	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) (Strain: ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	272557	1700	AERPE	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Aeropyrum	Chromosome	GCA_000011125.1
UP000092403	Arc I group archaeon BMIXfssc0709_Meth_Bin006	1706438	1729		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, unclassified Methanomicrobia, Arc I group	Unassembled WGS sequence	GCA_001587575.1
UP000030642	Haloquadratum sp. J07HQX50 (Strain: J07HQX50)	1238426	2865		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloquadratum	Unassembled WGS sequence	GCA_000416005.1
UP000196084	Natronolimnobius baerhuensis (Strain: CGMCC 1.3597)	253108	3662		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natronolimnobius	Unassembled WGS sequence	GCA_002177135.1
UP000070373	candidate divison MSBL1 archaeon SCGC-AAA259E17	1698263	891		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001548935.1
UP000198535	Methanolobus profundi (Strain: Mob M)	487685	2902		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanolobus	Unassembled WGS sequence	GCA_900114835.1
UP000186658	Crenarchaeota archaeon 13_1_40CM_3_53_5	1805098	2419		Archaea, Crenarchaeota	Unassembled WGS sequence	GCA_001918715.1
UP000018202	Thermoplasmatales archaeon Gpl	261391	1917		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Unassembled WGS sequence	GCA_001856845.1
UP000033049	Methanosarcina sp. MTP4 (Strain: MTP4)	1434100	3238		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosarcina	Chromosome	GCA_000970045.1
UP000199289	Halopelagius longus (Strain: CGMCC 1.12397)	1236180	3802		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae	Unassembled WGS sequence	GCA_900100875.1
UP000233573	Methanomicrobiales archaeon HGW-Methanomicrobiales-2	2013818	2624		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales	Unassembled WGS sequence	GCA_002839645.1
UP000001018	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) (Strain: ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	330779	2221	SULAC	Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Sulfolobus	Chromosome	GCA_000012285.1
UP000233609	Euryarchaeota archaeon HGW-Euryarchaeota-1	2013767	671		Archaea, Euryarchaeota	Unassembled WGS sequence	GCA_002841675.1
UP000002439	Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827) (Strain: ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)	178306	2590	PYRAE	Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Pyrobaculum	Chromosome	GCA_000007225.1
UP000233347	Candidatus Altiarchaeales archaeon HGW-Altiarchaeales-1	2013673	2007		Archaea, Euryarchaeota, Candidatus Altiarchaeales	Unassembled WGS sequence	GCA_002841105.1
UP000185744	Candidatus Methanohalarchaeum thermophilum	1903181	2152		Archaea, Euryarchaeota, Methanonatronarchaeia, Methanonatronarchaeales, Methanonatronarchaeaceae, Candidatus Methanohalarchaeum	Unassembled WGS sequence	GCA_001914405.1
UP000216196	Candidatus Bathyarchaeota archaeon ex4484_40	2012513	1267		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002254475.1
UP000075406	Candidatus Bathyarchaeota archaeon B24	1779368	1576		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001593865.1
UP000216907	Desulfurococcales archaeon ex4484_58	2012521	1490		Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales	Unassembled WGS sequence	GCA_002254665.1
UP000050301	Acidiplasma cupricumulans (Strain: BH2)	312540	1683		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Ferroplasmaceae, Acidiplasma	Unassembled WGS sequence	GCA_001402935.1
UP000030944	Candidatus Nitrosopelagicus brevis (Strain: V2)	1410606	1444		Archaea, Thaumarchaeota, unclassified Thaumarchaeota	Chromosome	GCA_000812185.1
UP000014660	Ferroplasma acidarmanus fer1 (Strain: fer1)	333146	1927		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Ferroplasmaceae, Ferroplasma	Chromosome	GCA_000152265.2
UP000000390	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3) (Strain: DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	795797	3779	HALJB	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Halalkalicoccus	Chromosome; Plasmid 1; Plasmid 2; Plasmid 3; Plasmid 4; Plasmid 5; Plasmid 6	GCA_000196895.1
UP000233585	Candidatus Altiarchaeales archaeon HGW-Altiarchaeales-3	2013675	608		Archaea, Euryarchaeota, Candidatus Altiarchaeales	Unassembled WGS sequence	GCA_002842715.1
UP000070184	candidate divison MSBL1 archaeon SCGC-AAA259B11	1698260	852		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549035.1
UP000070155	candidate divison MSBL1 archaeon SCGC-AAA259I07	1698266	671		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001548965.1
UP000057992	Methanobrevibacter sp. YE315 (Strain: YE315)	1609968	1942		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter	Chromosome	GCA_001548675.1
UP000198876	Halopelagius inordinatus (Strain: CGMCC 1.7739)	553467	3559		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae	Unassembled WGS sequence	GCA_900113245.1
UP000075311	Theionarchaea archaeon DG-70	1803813	3483		Archaea, Euryarchaeota, Theionarchaea	Unassembled WGS sequence	GCA_001595795.1
UP000008120	Candidatus Caldiarchaeum subterraneum	311458	2154		Archaea, Thaumarchaeota, unclassified Thaumarchaeota, Candidatus Caldiarchaeum	Chromosome	GCA_000270325.1
UP000186239	Candidatus Heimdallarchaeota archaeon AB_125	1841596	2348		Archaea, Asgard group, Candidatus Heimdallarchaeota	Unassembled WGS sequence	GCA_001940755.1
UP000222824	Halorubrum persicum (Strain: C49)	1383844	3256		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halorubrum	Unassembled WGS sequence	GCA_002727125.1
UP000053279	Candidatus Nanobsidianus stetteri	1294122	647		Archaea, Nanoarchaeota, Nanoarchaeales, Nanopusillaceae, Candidatus Nanobsidianus	Unassembled WGS sequence	GCA_000387965.1
UP000029387	Marine Group I thaumarchaeote SCGC AAA799-P11	1502295	1432		Archaea, Thaumarchaeota, unclassified Thaumarchaeota, Marine Group I	Unassembled WGS sequence	GCA_000746685.1
UP000001017	Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1) (Strain: ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1)	273116	1523	THEVO	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Thermoplasmataceae, Thermoplasma	Chromosome	GCA_000011185.1
UP000000641	Thermofilum pendens (strain DSM 2475 / Hrk 5) (Strain: DSM 2475 / Hrk 5)	368408	1876	THEPD	Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermofilaceae, Thermofilum	Chromosome; Plasmid pTPEN01	GCA_000015225.1
UP000002199	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126) (Strain: ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	224325	2399	ARCFU	Archaea, Euryarchaeota, Archaeoglobi, Archaeoglobales, Archaeoglobaceae, Archaeoglobus	Chromosome	GCA_000008665.1
UP000185618	Crenarchaeota archaeon 13_1_20CM_2_53_14	1805094	1598		Archaea, Crenarchaeota	Unassembled WGS sequence	GCA_001920575.1
UP000070399	candidate divison MSBL1 archaeon SCGC-AAA833F18	1698257	278		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549395.1
UP000094468	Candidatus Altiarchaeales archaeon IMC4	1878999	1328		Archaea, Euryarchaeota, Candidatus Altiarchaeales	Unassembled WGS sequence	GCA_001742785.1
UP000216556	Candidatus Bathyarchaeota archaeon ex4484_205	2012510	1448		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002255045.1
UP000236627	archaeon HR01	2035437	1916		Archaea	Unassembled WGS sequence	GCA_002898355.1
UP000177303	Thaumarchaeota archaeon RBG_16_49_8	1802371	986		Archaea, Thaumarchaeota, unclassified Thaumarchaeota	Unassembled WGS sequence	GCA_001830115.1
UP000247916	ANME-1 cluster archaeon	2056316	1797		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, unclassified Methanomicrobia, ANME-1 cluster	Unassembled WGS sequence	GCA_003194435.1
UP000236952	Desulfurococcales archaeon ex4484_204	2012517	1033		Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales	Unassembled WGS sequence	GCA_002255065.1
UP000197915	Thermoplasmatales archaeon B_DKE	1961136	1928		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Unassembled WGS sequence	GCA_002204705.1
UP000000262	Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) (Strain: KIN4/I / DSM 18386 / JCM 14125)	453591	1434	IGNH4	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Ignicoccus	Chromosome	GCA_000017945.1
UP000011554	Natrialba asiatica (strain ATCC 700177 / DSM 12278 / JCM 9576 / FERM P-10747 / NBRC 102637 / 172P1) (Strain: DSM 12278)	29540	4175	NATA1	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natrialba	Unassembled WGS sequence	GCA_000337555.1
UP000070400	candidate divison MSBL1 archaeon SCGC-AAA261D19	1698273	687		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549175.1
UP000070035	candidate divison MSBL1 archaeon SCGC-AAA261F17	1698274	559		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549195.1
UP000030650	halophilic archaeon J07HX64 (Strain: J07AX64)	1085028	3025		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales	Unassembled WGS sequence	GCA_000416085.1
UP000070163	candidate divison MSBL1 archaeon SCGC-AAA259A05	1698259	1212		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001548885.1
UP000197485	Methanobrevibacter sp. 87.7 (Strain: 87.7)	387957	1573		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter	Unassembled WGS sequence	GCA_002208625.1
UP000229900	Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_34_12	1974443	729		Archaea, Candidatus Pacearchaeota	Unassembled WGS sequence	GCA_002794175.1
UP000186346	Crenarchaeota archaeon 13_1_40CM_3_52_4	1805097	791		Archaea, Crenarchaeota	Unassembled WGS sequence	GCA_001918735.1
UP000198888	Halohasta litchfieldiae (Strain: DSM 22187)	1073996	3425		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halohasta	Unassembled WGS sequence	GCA_900109065.1
UP000234457	Thermoproteus sp. CP80 (Strain: CP80)	1650659	1620		Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Thermoproteus	Unassembled WGS sequence	GCA_002077075.2
UP000001992	Methanobrevibacter smithii (strain ATCC 35061 / DSM 861 / OCM 144 / PS) (Strain: ATCC 35061 / DSM 861 / OCM 144 / PS)	420247	1783	METS3	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter	Chromosome	GCA_000016525.1
UP000229934	Candidatus Diapherotrites archaeon CG09_land_8_20_14_0_10_32_12	1974405	631		Archaea, Candidatus Diapherotrites	Unassembled WGS sequence	GCA_002778895.1
UP000009227	Methanotorris igneus (strain DSM 5666 / JCM 11834 / Kol 5) (Strain: DSM 5666 / JCM 11834 / Kol 5)	880724	1753	METIK	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanocaldococcaceae, Methanotorris	Chromosome	GCA_000214415.1
